ID,BirthYear,DeathYear,Region,Civilization/Tradition,Era,School/Movement,CoreTeachings,HistoricalContext,PrimaryTopics,MetaphysicalStance,EpistemologicalStance,EthicalOrientation,PoliticalOrientation,ReligiousOrientation,KeyWorks,Tags
P069,-470,-391.0,China,Classical Chinese,Ancient,Mohism,"Mozi promoted jian ai, often translated as impartial or inclusive care, arguing that social problems arise from partiality toward one’s own group. He advocated consequentialist reasoning: policies and practices should be judged by how they benefit the people in terms of order, wealth, and population. He opposed elaborate rituals, music, and funerals as wasteful, and criticized offensive warfare. His thought presents an early, rigorously argued alternative to Confucianism, emphasizing utility and impartial concern.","Mozi lived during the early Warring States period and led a disciplined community of followers who engaged practically, even militarily, to defend weaker states from aggression. His school functioned almost like a moral and technical corps, advising on fortifications and social policy. Although Mohism later declined and texts were lost, rediscoveries in the modern era have renewed interest in his systematic ethical and political arguments.",Ethics;Political Philosophy;Philosophy of Religion,Theistic Heavens with Moral Order; Consequentialist Orientation,Empirical and Consequentialist Reasoning,Consequentialism; Impartial Care; Frugality,Meritocratic; Opposed to Aggressive War; Technocratic Tendencies,Belief in Heaven (Tian) as Moral Authority,Mozi,Impartial care;Anti-ritualism;Early consequentialism
P070,-280,-233.0,China,Classical Chinese,Ancient,Legalism,"Han Feizi synthesized Legalist ideas, arguing that effective rule depends on strict laws (fa), administrative techniques (shu), and the position of power (shi), rather than moral virtue. He viewed people as self-interested and advocated clear, impersonal rewards and punishments to align behavior with state goals. Suspicious of scholars and moralists, he emphasized centralized authority and control of information. His thought provided a theoretical basis for the authoritarian unification of China under the Qin dynasty.","A prince of the state of Han, Han Feizi studied under Xunzi and wrote during the late Warring States era, when states competed for survival and dominance. His writings attracted the attention of the Qin ruler, but court intrigue led to his imprisonment and forced suicide. Nonetheless, his Legalist doctrines were influential in Qin and early Han governance, even as later Confucian historians portrayed them negatively.",Political Philosophy;Ethics;Legal Theory,Political Realism; Pessimistic View of Human Motivation,"Pragmatic, Empirical Assessment of Human Behavior",Instrumental State-centered Ethics,Authoritarian; Centralized Bureaucratic State; Harsh Penal Law,Formally Confucian-educated; Politically Secular and Anti-ritualist,Han Feizi,"Legalism;Fa, shu, shi;Qin unification"
P071,1130,1200.0,China,Neo-Confucian,Medieval,Neo-Confucianism,"Zhu Xi systematized Neo-Confucian philosophy, integrating metaphysical concepts of principle (li) and vital force (qi) with moral self-cultivation. He emphasized investigation of things (gewu) and disciplined reflection on the classics to align the mind-heart with moral principle. His commentaries on the Four Books became orthodox for civil service examinations, shaping Confucian education for centuries. He combined metaphysical speculation with a rigorous program of ethical practice and study.","Zhu Xi lived during the Southern Song dynasty, when Confucians responded to Buddhism and Daoism by developing more explicit metaphysical systems. He held various official posts but spent much time teaching and writing in academies. Initially controversial, his interpretations were later canonized by the state, profoundly influencing China, Korea, Japan, and Vietnam until the modern era.",Metaphysics;Ethics;Education;Philosophy of Religion,Li–qi Metaphysics; Moral Realism,Reflective Inquiry; Textual Study; Intuitive Insight,Virtue Ethics; Self-cultivation; Role Ethics,Supports Confucian Monarchy; Moral Bureaucracy,Confucian; Engages with Buddhist and Daoist Ideas,Commentaries on the Four Books; Reflections on Things at Hand,Li and qi;Investigation of things;Orthodox Neo-Confucianism
P072,1472,1529.0,China,Neo-Confucian,Early Modern,Neo-Confucianism,"Wang Yangming argued for the unity of knowledge and action and for innate knowing (liangzhi) of moral truth present in each person’s mind-heart. He criticized Zhu Xi’s emphasis on external investigation, stressing instead introspective realization and immediate moral responsiveness. For Wang, moral failure results from selfish desires obscuring innate moral knowledge, which can be clarified through reflection and practice in everyday life. His ideal of the sage combines inner illumination with active engagement in the world.","Wang was born into a scholar-official family in the Ming dynasty and served as both an official and military commander, putting his ideas into practice in governance and pacification campaigns. Exiled at one point for political reasons, he had a transformative experience that led to his mature philosophy. His teachings inspired later Confucian movements, especially in Japan, and were seen by some as more activist and inward than Zhu Xi’s orthodoxy.",Ethics;Epistemology;Political Philosophy;Education,Mind-centered Idealism within Neo-Confucianism,Intuitionism; Reflection on Innate Knowing,Virtue Ethics; Unity of Knowing and Doing,Supports Confucian Monarchy; Emphasizes Conscientious Officials,Confucian; Engages Critically with Buddhist/Daoist Ideas,Instructions for Practical Living; Various Letters and Records,Unity of knowledge and action;Innate knowing;Ming Neo-Confucianism
P073,1200,1253.0,Japan,Buddhist (Zen),Medieval,Zen (Sōtō) Buddhism,"Dōgen taught that zazen (seated meditation) is not a means to enlightenment but the very expression of Buddha-nature, encapsulated in the idea of practice-realization. He emphasized the unity of practice and everyday activity, collapsing distinctions between sacred and mundane. His reflections on time, being, and language in the Shōbōgenzō present a subtle, non-dual view of reality, where each moment fully manifests the whole. He shaped Sōtō Zen’s emphasis on monastic discipline, simplicity, and continuous practice.","Born into a noble family in Japan during the Kamakura period, Dōgen became dissatisfied with the state of Japanese Buddhism and traveled to China to study Chan (Zen). After returning, he founded the Sōtō Zen school in Japan and established the Eiheiji monastery. He wrote during a time of political transition and the rise of new Buddhist movements aimed at broader lay participation.",Philosophy of Religion;Metaphysics;Ethics,Non-dualism; Emptiness-Informed Buddha-nature,Meditative Insight; Non-discursive Realization,Practice-centered Ethics; Monastic Discipline; Everyday Mind,Generally Apolitical; Focus on Monastic Community,Buddhist (Zen); Sōtō School,Shōbōgenzō; Eihei Kōroku; Fukanzazengi,Practice-realization;Being-time (uji);Sōtō Zen
P074,150,250.0,India,Indian Buddhist,Ancient,Madhyamaka Buddhism,"Nāgārjuna developed the Madhyamaka philosophy of emptiness (śūnyatā), arguing that all phenomena lack inherent existence and arise only in dependence on causes, conditions, and conceptual designation. He used rigorous dialectical arguments to show that any attempt to posit intrinsic nature leads to contradictions, while conventional truth remains pragmatically valid. His two-truths doctrine distinguishes ultimate emptiness from conventional reality without positing a separate metaphysical realm. His work is central to Mahāyāna Buddhism’s understanding of wisdom and liberation.","Nāgārjuna likely lived in South India and was associated with monastic communities and early Mahāyāna movements, though historical details are sparse. Traditional accounts portray him as a monk and philosopher who corresponded with kings and religious figures. His writings spread widely across India, Tibet, China, and East Asia, becoming foundational for later Buddhist scholasticism and practice traditions.",Metaphysics;Epistemology;Philosophy of Religion,Emptiness (Śūnyatā); Anti-essentialism,Dialectical Method; Two Truths Framework,Bodhisattva Ethics; Middle Way,Generally Apolitical; Advises Rulers in Some Traditions,Buddhist (Mahāyāna),Mūlamadhyamakakārikā; Vigrahavyāvartanī; Ratnāvalī,Two truths;Emptiness;Middle Way
P075,788,820.0,India,Indian Hindu,Medieval,Advaita Vedānta,"Śaṅkara systematized Advaita Vedānta, teaching that the ultimate reality is non-dual Brahman, pure consciousness, and that the world of multiplicity is ultimately māyā (appearance). He interpreted the Upaniṣads as revealing the identity of Ātman (self) and Brahman, attainable through knowledge (jñāna) rather than ritual works. Liberation involves realizing one’s true nature beyond body and mind, transcending ignorance. His commentaries and independent works established Advaita as a dominant school of Hindu philosophy.","Born in Kerala in South India, Śaṅkara became a renunciant monk at a young age and traveled widely, debating other schools such as Mīmāṃsā, Sāṅkhya, and various Buddhist traditions. He is credited with founding monastic centers (maṭhas) across India and revitalizing Śaiva-oriented Vedānta. His life occurred during a period of vigorous philosophical and theological contestation within Indian religious traditions.",Metaphysics;Philosophy of Religion;Epistemology,Non-dualism (Advaita); Brahman as Absolute Consciousness,Scriptural Hermeneutics; Rational Argument; Meditative Insight,Renunciant Ethics; Knowledge-centered Liberation,Generally Apolitical; Supports Traditional Social-Religious Order,Hindu (Vedānta; Śaiva affiliations),"Commentaries on the Brahma Sūtra, Upaniṣads, and Bhagavad Gītā; Upadeśasāhasrī",Advaita;Māyā;Ātman is Brahman
P076,1077,1157.0,India,Indian Hindu,Medieval,Vishishtadvaita Vedānta,"Rāmānuja developed Viśiṣṭādvaita (qualified non-dualism), arguing that Brahman is a personal God with attributes, and that individual souls and the world are real but dependent modes of Brahman. He criticized Śaṅkara’s strict non-dualism for downplaying devotion and the reality of difference. Emphasizing bhakti (devotion) alongside knowledge, he taught that salvation involves loving surrender to God while retaining a distinct, though dependent, self. His theology became central to major Vaiṣṇava traditions.","Rāmānuja was born in South India and became a leader within Śrīvaiṣṇava communities, associated with temple-centered devotional practices. He lived during a time when bhakti movements were reshaping Hindu religious life, making devotion more accessible across social strata. His leadership and writings helped institutionalize devotional Vedānta and temple worship, influencing religious practice in South India and beyond.",Metaphysics;Philosophy of Religion;Ethics,Qualified Non-dualism; Personal Theism,Scriptural Exegesis; Rational Theological Argument,Devotional Ethics; Bhakti and Surrender,Supports Temple-centered Religious Order; No Detailed Political Theory,Hindu (Vaiṣṇava),Śrībhāṣya; Gītābhāṣya; Vedārthasaṅgraha,Viśiṣṭādvaita;Bhakti Vedānta;Devotional theism
P077,-150,-50.0,India,Indian Hindu,Ancient,Yoga;Sāṃkhya-influenced,"Patañjali systematized the classical Yoga tradition, outlining an eightfold path (aṣṭāṅga yoga) that leads from ethical disciplines and bodily postures to concentration, meditation, and samādhi. He adopted a dualist metaphysics in which puruṣa (pure consciousness) is distinct from prakṛti (material nature), with liberation achieved by discriminative insight that separates the seer from the seen. The text integrates psychological analysis of mental fluctuations (citta-vṛtti) with practical techniques to still them. It became foundational for later Hindu and modern global yoga movements, even when reinterpreted.","Little is known about Patañjali as a historical figure; he likely lived in ancient India around the early centuries BCE or CE and drew on earlier yogic and Sāṃkhya ideas. The Yoga Sūtra was composed in a period of intense interaction among Hindu, Buddhist, and Jain traditions, all offering paths to liberation. Over time, commentators such as Vyāsa and later Vedāntins shaped how his terse aphorisms were understood in religious and philosophical communities.",Philosophy of Mind;Ethics;Philosophy of Religion,Dualism (Puruṣa–Prakṛti); Sāṃkhya-Yoga Metaphysics,Introspective Practice; Meditative Insight; Scriptural Authority,Ascetic and Meditative Ethics; Eightfold Path of Yoga,Generally Apolitical; Oriented toward Individual Liberation,Hindu (Yoga; Sāṃkhya influence),Yoga Sūtra,Classical yoga;Citta-vṛtti;Eight limbs of yoga
P078,-200,300.0,India,Indian Hindu,Ancient,Nyāya-Vaiśeṣika,"The Nyāya and Vaiśeṣika traditions developed a detailed realist metaphysics and epistemology, analyzing categories such as substance, quality, motion, universals, and inherence. They articulated rigorous theories of inference, perception, comparison, and testimony as valid means of knowledge (pramāṇas). Nyāya used logical analysis to defend theism and critique rival schools, while Vaiśeṣika offered an early atomistic account of matter. Together, they provided a systematic framework for debate and proof in classical Indian philosophy.","The Nyāya-sūtra is traditionally attributed to Gautama (Akṣapāda), and the Vaiśeṣika-sūtra to Kaṇāda, active in ancient India when Brahmanical schools developed in dialogue and conflict with Buddhist and Jain thinkers. Over centuries, the two schools converged, with later commentators integrating their systems. Their debates with Buddhists, Mīmāṃsakas, Vedāntins, and others helped refine concepts of logic and ontology in South Asian thought.",Logic;Epistemology;Metaphysics;Philosophy of Religion,Realism; Atomism (Vaiśeṣika); Theistic Tendencies (later Nyāya),Logical and Epistemic Analysis; Reliance on Pramāṇas,Dharma-based Ethics; Debate on Duty and Liberation,Supports Traditional Social-Religious Order; No Detailed Political Theory,Hindu (Āstika schools),Nyāya-sūtra; Vaiśeṣika-sūtra; Classical Commentaries,Pramāṇa theory;Indian logic;Realist categories
P079,480,540.0,India,Indian Buddhist,Medieval,Buddhist Epistemology (Yogācāra-influenced),"Dignāga revolutionized Indian logic and epistemology from a Buddhist standpoint, restricting valid knowledge to perception and inference. He argued that perception is non-conceptual and free from error, while conceptual construction occurs in inference and language. His analysis of inference, signs, and exclusion (apoha) provided a powerful alternative to Brahmanical theories of universals and meaning. His work laid the foundation for later Buddhist logicians and epistemologists in India and Tibet.","Dignāga lived in India during a period of flourishing Buddhist scholasticism, likely associated with monastic universities such as Nālandā. He engaged in intense polemics with Nyāya and other Hindu schools over issues of perception, universals, and language. His texts were transmitted to Tibet and East Asia, where they shaped Buddhist philosophical curricula for centuries.",Epistemology;Logic;Philosophy of Language,Nominalist-leaning; Momentarist Tendencies (Buddhist),Pramāṇa Theory; Inferential and Perceptual Analysis,Monastic Ethics; Soteriological Orientation,Generally Apolitical; Focus on Scholastic Debate and Liberation,Buddhist (Mahāyāna; Yogācāra and Madhyamaka influences),Pramāṇa-samuccaya; Commentaries on Logic and Epistemology,Buddhist logic;Perception and inference;Apoha (exclusion) theory
P080,600,660.0,India,Indian Buddhist,Medieval,Buddhist Epistemology,"Dharmakīrti refined and systematized Buddhist epistemology and logic, defending the reliability of pramāṇas in leading to successful action and liberation. He developed sophisticated accounts of inference, causation, and momentariness, arguing that only momentary particulars truly exist while universals are conceptual fictions. He also offered arguments for rebirth and compassion as central to Buddhist ethics. His works became central textbooks in Tibetan monastic education and influenced debates with Hindu philosophers.","Dharmakīrti lived in India several centuries after Dignāga, likely associated with major monastic centers, though biographical details are uncertain. Working in a period of intense inter-school polemic, he addressed Nyāya, Mīmāṃsā, and other rivals while building on Dignāga’s project. His influence spread beyond India to Tibet and East Asia, where his texts were extensively commented on and memorized.",Epistemology;Logic;Metaphysics;Philosophy of Religion,Momentarism; Nominalism; Emptiness-compatible Realism of Particulars,Pramāṇa-based Rational Analysis; Soteriological Justification of Knowledge,Bodhisattva Ethics; Compassion and Non-harm,Generally Apolitical; Occasional Advice to Rulers in Tradition,Buddhist (Mahāyāna),Pramāṇavārttika; Pramāṇaviniścaya; Other Epistemological Treatises,Pramāṇavārttika;Momentariness;Buddhist epistemology
P081,685,763.0,India,Indian Buddhist,Medieval,Mahāyāna Ethics (Madhyamaka),"Śāntideva articulated the Bodhisattva ideal, emphasizing the cultivation of compassion, patience, and wisdom for the benefit of all beings. In the Bodhicaryāvatāra, he combined poetic reflection and philosophical argument to show how selflessness and the understanding of emptiness transform suffering and moral life. He stressed the importance of exchanging self and other in one’s perspective to generate boundless altruism. His work remains a central text for Mahāyāna ethical practice and reflection.","According to traditional accounts, Śāntideva was a monk at Nālandā University who appeared lazy and unproductive until revealing his profound understanding through recitation of his text. Historical details are sparse, but he likely lived in a period when Mahāyāna thought and practice were well-established in Indian monastic institutions. His writings became especially influential in Tibet, shaping Buddhist ethics and contemplative practice.",Ethics;Philosophy of Religion;Moral Psychology,Emptiness-compatible Altruism; Anti-essentialism,Scriptural Reflection; Meditative Cultivation; Rational Argument,Bodhisattva Ethics; Radical Altruism and Compassion,Generally Apolitical; Focus on Moral and Spiritual Transformation,Buddhist (Mahāyāna),Bodhicaryāvatāra (Guide to the Bodhisattva’s Way of Life); Śikṣāsamuccaya,Bodhicaryāvatāra;Compassion and patience;Bodhisattva path
P082,300,350.0,India,Indian Jain,Ancient,Jain Philosophy,"Umāsvāti systematized Jain doctrine in the Tattvārtha-sūtra, presenting a comprehensive account of reality, karma, and the path to liberation. He described multiple kinds of substances, including souls (jīva) and non-soul categories, all governed by intricate karmic laws. Emphasizing non-violence (ahiṃsā), non-attachment, and many-sidedness (anekāntavāda), he provided a framework for ethical restraint and intellectual openness. His work is accepted across major Jain sects and remains a core doctrinal text.","Umāsvāti likely lived in India during the early centuries CE, when Jainism was an established religious community alongside Hindu and Buddhist traditions. Little is known about his life, but he is associated with both Digambara and Śvetāmbara lineages, suggesting broad authority. His concise sūtras were later commented on extensively, guiding Jain monastic and lay practice over centuries.",Metaphysics;Ethics;Philosophy of Religion,Jain Pluralistic Realism; Eternal Souls and Karma,Scriptural Authority; Rational Systematization,Non-violence Ethics; Asceticism; Anekāntavāda (many-sidedness),Generally Apolitical; Emphasis on Personal and Communal Conduct,Jain,Tattvārtha-sūtra,Ahiṃsā;Anekāntavāda;Jain karma theory
P083,1058,1111.0,Middle East,Islamic,Medieval,Islamic Theology (Ash‘arism);Sufism,"Al-Ghazālī critically examined philosophy, especially Avicennan metaphysics, arguing that it fails on key theological points such as creation and divine knowledge. In The Incoherence of the Philosophers, he used rigorous argument to show the limits of reason in matters of faith while still valuing logic and philosophy for certain purposes. He also articulated a Sufi-influenced path that combines law, ethics, and inner purification, emphasizing direct experiential knowledge of God. His synthesis reshaped Sunni Islam by integrating legal, theological, and mystical dimensions.","Born in Ṭūs (in present-day Iran), al-Ghazālī studied law and theology, rising to a prestigious professorship in Baghdad under the Seljuk vizier Nizam al-Mulk. After a spiritual crisis, he left his position and spent years in retreat and travel, deepening his engagement with Sufism. Writing in a period of political fragmentation and intellectual diversity in the Islamic world, he became one of Sunni Islam’s most influential theologians and mystics.",Philosophy of Religion;Ethics;Epistemology;Mysticism,Occasionalism; Theistic Voluntarism,Critical of Pure Philosophy; Emphasis on Revelation and Mystical Experience,Islamic Virtue Ethics; Sufi Path of Purification,Supports Sunni Political Order; Critical of Corruption; No Detailed System,Muslim (Sunni; Ash‘arī; Sufi),The Incoherence of the Philosophers; The Revival of the Religious Sciences (Iḥyā’ ‘Ulūm al-Dīn); Deliverance from Error,Incoherence of the philosophers;Sufi integration;Ash‘arite theology
P084,1332,1406.0,North Africa,Islamic,Medieval,Islamic Historiography;Social Theory,"Ibn Khaldun developed a pioneering philosophy of history and social theory, analyzing how group solidarity (‘asabiyya) underpins the rise and fall of dynasties and states. He emphasized economic conditions, climate, and social organization as factors in political stability and decline. His work anticipates modern sociology by treating human societies as governed by discernible patterns rather than mere chance or providence. He remained a believing Muslim while offering a relatively secular, empirical account of historical processes.","Born in Tunis to an educated Andalusian family, Ibn Khaldun held various administrative and judicial posts across North Africa and Muslim Spain. He lived amid frequent dynastic changes, tribal conflicts, and shifting centers of power, experiences that informed his observations on political and social dynamics. Later in life, he served as a judge in Cairo and met Timur (Tamerlane), giving him a broad view of the Islamic world of his time.",Philosophy of History;Social Theory;Political Philosophy,Moderate Realism about Social Structures; Theistic Background,Empirical Observation; Rational Analysis of Historical Patterns,Islamic Ethics; Pragmatic Advice to Rulers,Realist about Power; Advises Rulers; No Ideological Program,Muslim (Sunni),Muqaddimah (Introduction to History); Kitāb al-‘Ibar,‘Asabiyya;Rise and fall of dynasties;Proto-sociology
P085,1925,1961.0,Africa,Caribbean/African,20th Century,Decolonial Theory;Existentialism-influenced,"Fanon analyzed the psychological and social effects of colonialism, showing how racism and violence deform both colonizer and colonized. He argued that decolonization is inherently a violent process of creating new humans and new political orders, criticizing both assimilationist and purely nationalist solutions. Drawing on phenomenology and psychoanalysis, he examined the lived experience of Blackness under white supremacy. His work inspired anti-colonial struggles and later theories of race, identity, and liberation.","Born in Martinique, then a French colony, Fanon served in the Free French forces during World War II and later studied medicine and psychiatry in France. He worked as a psychiatrist in colonial Algeria, where he witnessed and participated in the Algerian struggle for independence. Writing in the mid-20th century amid global decolonization, he engaged with Marxism, existentialism, and anti-racist activism before dying at a young age from leukemia.",Political Philosophy;Social Theory;Race Theory;Psychology;Ethics,Historical Materialism with Existentialist and Psychoanalytic Elements,Phenomenological Description; Psychoanalytic Interpretation; Political Analysis,Liberation Ethics; Anti-colonial Emancipation,Revolutionary; Anti-colonial; Critical of Both Colonial and Postcolonial Elites,Raised Catholic; Later Secular; Anti-racist Humanism,"Black Skin, White Masks; The Wretched of the Earth; A Dying Colonialism",Decolonization;Violence and liberation;Psychology of oppression
P086,1909,1972.0,Africa,African,20th Century,African Socialism;Pan-Africanism,"Nkrumah advocated a synthesis of Marxism, African communal values, and anti-colonial nationalism, promoting what he called ‘consciencism.’ He argued that political independence is incomplete without economic liberation and social transformation, emphasizing the dangers of neocolonial control. As a political leader, he sought to build a unified, industrialized Africa rooted in socialist principles. His philosophical writings combined practical statecraft with reflections on ideology, unity, and development.","Born in the Gold Coast (now Ghana), Nkrumah studied in the United States and the United Kingdom, encountering Marxism, pan-Africanism, and anti-colonial activism. He became the first prime minister and later president of independent Ghana, spearheading infrastructure and education projects while also concentrating power. Overthrown in a coup in 1966, he spent his final years in exile, continuing to write about African unity and neocolonialism.",Political Philosophy;Social Theory;Philosophy of History,Historical Materialism Adapted to African Context; Anti-imperialist,Empirical and Ideological Analysis; Marxist Method,Socialist Ethics; Pan-African Solidarity,Socialist; Pan-Africanist; Anti-colonial; Initially Democratic then More Authoritarian,Raised Catholic; Later Secular Socialist with Spiritual Language,Consciencism; Neo-Colonialism: The Last Stage of Imperialism; Africa Must Unite,Pan-Africanism;African socialism;Neocolonialism
P087,1906,2001.0,Africa,African,20th Century,Négritude;Humanism,"Senghor developed the concept of Négritude, affirming Black cultural identity and values in response to colonial denigration and assimilation. He argued that African cultures contribute distinctive sensibilities, especially in emotion, rhythm, and communalism, to a universal human civilization. As a poet and philosopher, he envisioned a synthesis of African and European traditions in a ‘civilization of the universal.’ His thought combined cultural pride with Catholic personalism and socialist leanings.","Born in Senegal under French colonial rule, Senghor studied in France and became one of the first African agrégés in grammar. He co-founded the Négritude movement with Aimé Césaire and Léon-Gontran Damas, participating in French literary and political circles. After Senegal’s independence, he served as its first president, promoting cultural policy and moderate African socialism before voluntarily resigning.",Social Theory;Political Philosophy;Aesthetics;Race Theory,Personalist Humanism; Cultural Pluralism,Hermeneutic and Poetic Reflection; Cultural Analysis,Communitarian and Humanist Ethics; Dignity and Solidarity,Socialist-leaning; Moderate; Pro-French Ties; Cultural Nationalist,Catholic; Integrates Faith with Cultural and Political Thought,"Poems (Chants d’ombre, Hosties noires); On African Socialism; Essays on Négritude",Négritude;Civilization of the universal;Poet-president
P088,1894,1930.0,South America,Latin American,20th Century,Marxism;Indigenismo,"Mariátegui developed a Marxism adapted to Latin American realities, emphasizing the role of Indigenous communities and land relations in Peruvian society. He rejected mechanical economic determinism, highlighting culture, myth, and revolutionary subjectivity. He saw socialism not as a copy of European models but as rooted in local histories and communal traditions. His work became foundational for Latin American Marxist and decolonial thought.","Born in Moquegua, Peru, Mariátegui left school early and worked as a journalist, later traveling to Europe where he encountered Marxist and avant-garde currents. Returning to Peru, he founded journals and political organizations, writing amid oligarchic rule, social upheaval, and Indigenous struggles. His early death at 35 cut short a promising career, but his writings continued to influence leftist movements across Latin America.",Political Philosophy;Social Theory;Philosophy of History,Historical Materialism with Cultural and Indigenous Emphasis,Historical and Sociological Analysis; Critical Marxist Method,Socialist Ethics; Emphasis on Indigenous Justice and Solidarity,Socialist; Revolutionary; Anti-oligarchic; Anti-imperialist,Formally Catholic background; Later Secular Marxist with Mythic Sensibility,Seven Interpretive Essays on Peruvian Reality; Defense of Marxism; Various Articles,Indigenismo;Latin American Marxism;Peruvian reality
P089,1914,1998.0,North America,Latin American,20th Century,Existential and Cultural Criticism,"Paz explored themes of solitude, identity, and modernity, particularly in the Mexican and broader Latin American context. He analyzed how historical traumas, colonial legacies, and cultural myths shape individual and collective self-understanding. Influenced by existentialism, surrealism, and comparative religion, he reflected on eroticism, ritual, and the sacred in modern life. His essays and poetry blend philosophical insight with literary experimentation to probe the meaning of freedom and authenticity.","Born in Mexico City, Paz grew up in a politically engaged family and became involved in leftist and literary circles. He served as a diplomat, including as ambassador to India, experiences that exposed him to diverse cultures and spiritual traditions. His life spanned the Mexican Revolution’s aftermath, the Cold War, and student protests, leading him to resign in protest after the 1968 Tlatelolco massacre.",Aesthetics;Social Theory;Political Philosophy;Philosophy of Culture,"Pluralistic, Poetic Ontology; Open to the Sacred",Hermeneutic and Poetic Reflection; Essayistic Inquiry,Humanist Ethics; Concern with Freedom and Authenticity,Democratic; Initially Leftist then Critical of Dogmatic Ideologies,Culturally Catholic background; Spiritually Eclectic,The Labyrinth of Solitude; The Monkey Grammarian; The Double Flame,Mexican identity;Solitude;Poetry and philosophy
P090,1921,2002.0,North America,American,20th Century,Political Liberalism,"Rawls developed a theory of justice as fairness, proposing that principles of justice are those that would be chosen in an original position behind a veil of ignorance. He argued for two main principles: equal basic liberties for all and social and economic inequalities arranged to benefit the least advantaged and attached to fair equality of opportunity. His later work emphasized political, not comprehensive, liberalism, seeking stable agreement among citizens with diverse moral and religious doctrines. Rawls’s framework reshaped contemporary political philosophy and debates about distributive justice.","Born in Baltimore, Rawls served in World War II, experiences that shaped his views on morality and war. He studied at Princeton and taught at Cornell and Harvard during a period when Anglo-American philosophy was dominated by analytic methods and less focused on normative theory. His 1971 book A Theory of Justice sparked a revival of political philosophy, influencing legal theory, economics, and public policy discussions.",Political Philosophy;Ethics,Kantian Constructivism; Political Liberalism,Hypothetical Contractualism; Reflective Equilibrium,Liberal Egalitarianism; Duty to Support Just Institutions,Liberal; Social-Democratic Leanings; Constitutional Democracy,Episcopal background; Later Secular; Respects Reasonable Pluralism,A Theory of Justice; Political Liberalism; The Law of Peoples; Justice as Fairness: A Restatement,Veil of ignorance;Difference principle;Justice as fairness
P091,1938,2002.0,North America,American,20th Century,Libertarianism;Analytic Political Philosophy,"Nozick defended a libertarian theory of justice grounded in strong individual rights to self-ownership and property acquired through just transfer. In Anarchy, State, and Utopia, he argued that any patterned distribution of holdings violates liberty, since free exchanges upset patterns, and that a minimal state limited to protection against force, theft, and fraud is justified. He criticized Rawlsian egalitarianism and utopian planning while leaving room for voluntary communities and experiments. His work became a key reference for contemporary libertarian and right-liberal thought.","Born in Brooklyn to Jewish immigrant parents, Nozick studied at Columbia and Princeton and taught at Harvard, working within the analytic philosophical tradition. Writing in the 1970s amid debates over welfare states, socialism, and market economies, he engaged directly with Rawls’s influential theory. Later in life, he wrote on knowledge, love, and value with a more eclectic, less doctrinaire tone.",Political Philosophy;Ethics;Epistemology,Libertarian Individualism; Minimalist Metaphysics,Analytic Argument; Thought Experiments,Rights-based Ethics; Self-ownership,Libertarian; Minimal State; Pro-market,Jewish background; Later Philosophically Pluralist,"Anarchy, State, and Utopia; Philosophical Explanations; The Examined Life",Entitlement theory;Minimal state;Critique of patterned principles
P092,1929,,Europe,Modern European,Contemporary,Virtue Ethics;Communitarianism,"MacIntyre critiqued modern moral philosophy as fragmented and emotivist, arguing that moral concepts only make sense within historical traditions and practices. He revived Aristotelian virtue ethics, emphasizing the role of practices, narratives, and communities in shaping character and goods. In After Virtue and later works, he called for local forms of community that sustain rational, tradition-constituted inquiry about the good life. His work challenges liberal individualism and supports a more historically and socially embedded ethics.","Born in Glasgow, MacIntyre was involved with various leftist and Marxist groups before turning to Thomistic-Aristotelian thought. He taught at universities in the UK and US, including Notre Dame, and wrote during a period of disillusionment with both liberalism and Marxism. His conversion to Catholicism and engagement with Aquinas shaped his mature perspective on virtue, rationality, and community.",Ethics;Political Philosophy;Philosophy of History,Aristotelian-Thomistic Realism; Tradition-constituted Rationality,Historical and Conceptual Analysis; Narrative Reasoning,Virtue Ethics; Practice-based and Tradition-embedded Morality,Critical of Liberalism; Communitarian; Localist,Christian (Catholic; Thomist orientation),After Virtue; Whose Justice? Which Rationality?; Three Rival Versions of Moral Enquiry,Virtue ethics revival;Emotivism critique;Practices and traditions
P093,1947,,North America,American,Contemporary,Capabilities Approach;Aristotelian Feminism,"Nussbaum developed the capabilities approach, arguing that social justice should be assessed in terms of what people are actually able to do and to be, not merely in terms of resources or utilities. Drawing on Aristotle and liberal feminism, she proposed a list of central capabilities—such as bodily health, affiliation, and practical reason—that societies should secure for all citizens. She has written extensively on emotions, literature, disability, global justice, and gender, defending a cosmopolitan, humanist ethics. Her work bridges analytic rigor with engagement in law, development, and public policy.","Born in New York City, Nussbaum studied at New York University and Harvard, working initially on ancient Greek philosophy before expanding into ethics, law, and social issues. She has taught at institutions including Brown and the University of Chicago, often collaborating with economists and legal scholars. Writing from the late 20th century onward, she has engaged debates on feminism, multiculturalism, and development, influencing both academic and policy discussions.",Ethics;Political Philosophy;Feminist Theory;Philosophy of Emotion,Aristotelian Realism about Human Functioning,Analytic and Hermeneutic Methods; Engagement with Literature and Law,Capabilities-based Justice; Liberal Feminist Ethics,Liberal; Social-democratic; Cosmopolitan,Raised in a secular Jewish/Christian milieu; Later Reform Jewish affiliation; Secular humanist tone,Women and Human Development; Frontiers of Justice; Creating Capabilities; Upheavals of Thought,Capabilities approach;Emotions and justice;Liberal feminism
